id;code;value
29876;94430;94430
29877;94435;94435
29878;94437;94437
29879;94440;94440
29880;94442;94442
29881;94446;94446
29882;94450;94450
29883;94452;94452
29884;94453;94453
29885;94454;94454
29886;94455;94455
29887;94456;94456
29888;94457;94457
29889;94458;94458
29890;94459;94459
29891;94460;94460
29892;94462;94462
29893;94463;94463
29894;94464;94464
29895;94465;94465
29896;94466;94466
29897;94467;94467
29898;94469;94469
29899;94470;94470
29900;94472;94472
29901;94473;94473
29902;94474;94474
29903;94475;94475
29904;94476;94476
29905;94477;94477
29906;94480;94480
29907;94483;94483
29908;94484;94484
29909;94485;94485
29910;94486;94486
29911;94487;94487
29912;94488;94488
29913;94494;94494
29914;94497;94497
29915;94500;94500
29916;94510;94510
29917;94513;94513
29918;94515;94515
29919;94516;94516
29920;94517;94517
29921;94518;94518
29922;94519;94519
29923;94520;94520
29924;94530;94530
29925;94533;94533
29926;94534;94534
29927;94540;94540
29928;94542;94542
29929;94543;94543
29930;94544;94544
29931;94545;94545
29932;94546;94546
29933;94547;94547
29934;94549;94549
29935;94550;94550
29936;94552;94552
29937;94553;94553
29938;94554;94554
29939;94555;94555
29940;94556;94556
29941;94557;94557
29942;94558;94558
29943;94559;94559
29944;94560;94560
29945;94570;94570
29946;94575;94575
29947;94577;94577
29948;94580;94580
29949;94587;94587
29950;94588;94588
29951;94589;94589
29952;94590;94590
29953;94600;94600
29954;94610;94610
29955;94613;94613
29956;94620;94620
29957;94630;94630
29958;94635;94635
29959;94640;94640
29960;94643;94643
29961;94649;94649
29962;94650;94650
29963;94656;94656
29964;94657;94657
29965;94660;94660
29966;94670;94670
29967;94677;94677
29968;94678;94678
29969;94679;94679
29970;94680;94680
29971;94687;94687
29972;94688;94688
29973;94689;94689
29974;94690;94690
29975;94693;94693
29976;94696;94696
29977;94699;94699
29978;94700;94700
29979;94703;94703
29980;94720;94720
29981;94722;94722
29982;94723;94723
29983;94724;94724
29984;94725;94725
29985;94726;94726
29986;94727;94727
29987;94729;94729
29988;94730;94730
29989;94732;94732
29990;94733;94733
29991;94734;94734
29992;94740;94740
29993;94743;94743
29994;94744;94744
29995;94745;94745
29996;94746;94746
29997;94748;94748
29998;94750;94750
29999;94755;94755
30000;94760;94760
30001;94762;94762
30002;94763;94763
30003;94765;94765
30004;94766;94766
30005;94767;94767
30006;94770;94770
30007;94772;94772
30008;94773;94773
30009;94774;94774
30010;94775;94775
30011;94776;94776
30012;94777;94777
30013;94780;94780
30014;94782;94782
30015;94783;94783
30016;94790;94790
30017;94793;94793
30018;94794;94794
30019;94800;94800
30020;94804;94804
30021;94805;94805
30022;94807;94807
30023;94810;94810
30024;94813;94813
30025;94815;94815
30026;94820;94820
30027;94825;94825
30028;94830;94830
30029;94834;94834
30030;94835;94835
30031;94836;94836
30032;94837;94837
30033;94840;94840
30034;94842;94842
30035;94843;94843
30036;94846;94846
30037;94847;94847
30038;94850;94850
30039;94860;94860
30040;94862;94862
30041;94870;94870
30042;94873;94873
30043;94876;94876
30044;94877;94877
30045;94880;94880
30046;94883;94883
30047;94890;94890
30048;94893;94893
30049;94900;94900
30050;94902;94902
30051;94903;94903
30052;94905;94905
30053;94906;94906
30054;94907;94907
30055;94908;94908
30056;94910;94910
30057;94912;94912
30058;94915;94915
30059;94916;94916
30060;94917;94917
30061;94918;94918
30062;94920;94920
30063;94922;94922
30064;94925;94925
30065;94929;94929
30066;94930;94930
30067;94933;94933
30068;94934;94934
30069;94936;94936
30070;94939;94939
30071;94940;94940
30072;94943;94943
30073;94945;94945
30074;94946;94946
30075;94950;94950
30076;94952;94952
30077;94953;94953
30078;94954;94954
30079;94955;94955
30080;94956;94956
30081;94957;94957
30082;94958;94958
30083;94959;94959
30084;94960;94960
30085;94961;94961
30086;94964;94964
30087;94965;94965
30088;94966;94966
30089;94967;94967
30090;94968;94968
30091;94969;94969
30092;94970;94970
30093;94972;94972
30094;94973;94973
30095;94974;94974
30096;94975;94975
30097;94976;94976
30098;94977;94977
30099;94980;94980
30100;94983;94983
30101;94984;94984
30102;94985;94985
30103;94987;94987
30104;94988;94988
30105;94989;94989
30106;94990;94990
30107;94992;94992
30108;94993;94993
30109;94994;94994
30110;94995;94995
30111;94996;94996
30112;94997;94997
30113;95000;95000
30114;95002;95002
30115;95003;95003
30116;95004;95004
30117;95005;95005
30118;95006;95006
30119;95007;95007
30120;95010;95010
30121;95011;95011
30122;95012;95012
30123;95013;95013
30124;95016;95016
30125;95017;95017
30126;95019;95019
30127;95020;95020
30128;95023;95023
30129;95025;95025
30130;95026;95026
30131;95028;95028
30132;95030;95030
30133;95033;95033
30134;95035;95035
30135;95036;95036
30136;95039;95039
30137;95040;95040
30138;95043;95043
30139;95045;95045
30140;95046;95046
30141;95060;95060
30142;95061;95061
30143;95064;95064
30144;95065;95065
30145;95066;95066
30146;95070;95070
30147;95073;95073
30148;95075;95075
30149;95077;95077
30150;95080;95080
30151;95083;95083
30152;95084;95084
30153;95085;95085
30154;95086;95086
30155;95090;95090
30156;95093;95093
30157;95094;95094
30158;95095;95095
30159;95096;95096
30160;95097;95097
30161;95098;95098
30162;95099;95099
30163;95100;95100
30164;95110;95110
30165;95118;95118
30166;95119;95119
30167;95120;95120
30168;95130;95130
30169;95140;95140
30170;95150;95150
30171;95160;95160
30172;95170;95170
30173;95179;95179
30174;95180;95180
30175;95190;95190
30176;95193;95193
30177;95200;95200
30178;95201;95201
30179;95202;95202
30180;95203;95203
30181;95204;95204
30182;95205;95205
30183;95206;95206
30184;95207;95207
30185;95209;95209
30186;95213;95213
30187;95215;95215
30188;95216;95216
30189;95217;95217
30190;95220;95220
30191;95223;95223
30192;95224;95224
30193;95225;95225
30194;95226;95226
30195;95227;95227
30196;95230;95230
30197;95233;95233
30198;95234;95234
30199;95235;95235
30200;95236;95236
30201;95237;95237
30202;95240;95240
30203;95243;95243
30204;95244;95244
30205;95245;95245
30206;95246;95246
30207;95247;95247
30208;95250;95250
30209;95253;95253
30210;95258;95258
30211;95259;95259
30212;95260;95260
30213;95261;95261
30214;95263;95263
30215;95264;95264
30216;95265;95265
30217;95266;95266
30218;95268;95268
30219;95269;95269
30220;95270;95270
30221;95272;95272
30222;95274;95274
30223;95275;95275
30224;95276;95276
30225;95277;95277
30226;95278;95278
30227;95280;95280
30228;95281;95281
30229;95283;95283
30230;95284;95284
30231;95285;95285
30232;95286;95286
30233;95287;95287
30234;95294;95294
30235;95295;95295
30236;95300;95300
30237;95302;95302
30238;95306;95306
30239;95330;95330
30240;95332;95332
30241;95333;95333
30242;95334;95334
30243;95335;95335
30244;95336;95336
30245;95337;95337
30246;95338;95338
30247;95339;95339
30248;95340;95340
30249;95342;95342
30250;95343;95343
30251;95344;95344
30252;95345;95345
30253;95346;95346
30254;95347;95347
30255;95348;95348
30256;95349;95349
30257;95350;95350
30258;95355;95355
30259;95357;95357
30260;95358;95358
30261;95360;95360
30262;95365;95365
30263;95367;95367
30264;95370;95370
30265;95374;95374
30266;95380;95380
30267;95390;95390
30268;95394;95394
30269;95395;95395
30270;95396;95396
30271;95397;95397
30272;95398;95398
30273;95399;95399
30274;95400;95400
30275;95412;95412
30276;95413;95413
30277;95414;95414
30278;95415;95415
30279;95420;95420
30280;95422;95422
30281;95423;95423
30282;95424;95424
30283;95425;95425
30284;95426;95426
30285;95427;95427
30286;95429;95429
30287;95430;95430
30288;95432;95432
30289;95435;95435
30290;95437;95437
30291;95440;95440
30292;95443;95443
30293;95445;95445
30294;95447;95447
30295;95450;95450
30296;95454;95454
30297;95456;95456
30298;95458;95458
30299;95460;95460
30300;95462;95462
30301;95463;95463
30302;95464;95464
30303;95465;95465
30304;95466;95466
30305;95467;95467
30306;95468;95468
30307;95469;95469
30308;95470;95470
30309;95472;95472
30310;95473;95473
30311;95474;95474
30312;95475;95475
30313;95476;95476
30314;95477;95477
30315;95478;95478
30316;95479;95479
30317;95480;95480
30318;95483;95483
30319;95484;95484
30320;95485;95485
30321;95486;95486
30322;95487;95487
30323;95490;95490
30324;95493;95493
30325;95494;95494
30326;95495;95495
30327;95496;95496
30328;95497;95497
30329;95500;95500
30330;95508;95508
30331;95510;95510
30332;95513;95513
30333;95520;95520
30334;95525;95525
30335;95526;95526
30336;95530;95530
30337;95533;95533
30338;95536;95536
30339;95540;95540
30340;95560;95560
30341;95563;95563
30342;95570;95570
30343;95574;95574
30344;95575;95575
30345;95576;95576
30346;95580;95580
30347;95584;95584
30348;95585;95585
30349;95587;95587
30350;95588;95588
30351;95590;95590
30352;95593;95593
30353;95594;95594
30354;95595;95595
30355;95597;95597
30356;95598;95598
30357;95600;95600
30358;95603;95603
30359;95604;95604
30360;95605;95605
30361;95606;95606
30362;95607;95607
30363;95609;95609
30364;95614;95614
30365;95618;95618
30366;95619;95619
30367;95620;95620
30368;95623;95623
30369;95624;95624
30370;95625;95625
30371;95627;95627
30372;95628;95628
30373;95629;95629
30374;95630;95630
30375;95633;95633
30376;95634;95634
30377;95635;95635
30378;95636;95636
30379;95637;95637
30380;95640;95640
30381;95642;95642
30382;95643;95643
30383;95645;95645
30384;95646;95646
30385;95647;95647
30386;95648;95648
30387;95650;95650
30388;95652;95652
30389;95653;95653
30390;95654;95654
30391;95655;95655
30392;95657;95657
30393;95658;95658
30394;95659;95659
30395;95670;95670
30396;95672;95672
30397;95673;95673
30398;95674;95674
30399;95675;95675
30400;95676;95676
30401;95677;95677
30402;95679;95679
30403;95680;95680
30404;95682;95682
30405;95683;95683
30406;95684;95684
30407;95685;95685
30408;95686;95686
30409;95687;95687
30410;95689;95689
30411;95690;95690
30412;95693;95693
30413;95694;95694
30414;95695;95695
30415;95696;95696
30416;95697;95697
30417;95700;95700
30418;95710;95710
30419;95714;95714
30420;95716;95716
30421;95717;95717
30422;95718;95718
30423;95720;95720
30424;95724;95724
30425;95725;95725
30426;95726;95726
30427;95728;95728
30428;95729;95729
30429;95730;95730
30430;95736;95736
30431;95739;95739
30432;95740;95740
30433;95746;95746
30434;95747;95747
30435;95748;95748
30436;95749;95749
30437;95750;95750
30438;95755;95755
30439;95756;95756
30440;95760;95760
30441;95763;95763
30442;95765;95765
30443;95767;95767
30444;95769;95769
30445;95770;95770
30446;95775;95775
30447;95777;95777
30448;95778;95778
30449;95779;95779
30450;95780;95780
30451;95786;95786
30452;95790;95790
30453;95795;95795
30454;95796;95796
30455;95797;95797
30456;95798;95798
30457;95800;95800
30458;95801;95801
30459;95802;95802
30460;95803;95803
30461;95804;95804
30462;95805;95805
30463;95806;95806
30464;95807;95807
30465;95810;95810
30466;95812;95812
30467;95813;95813
30468;95814;95814
30469;95815;95815
30470;95816;95816
30471;95817;95817
30472;95818;95818
30473;95819;95819
30474;95820;95820
30475;95821;95821
30476;95823;95823
30477;95824;95824
30478;95825;95825
30479;95826;95826
30480;95827;95827
30481;95830;95830
30482;95832;95832
30483;95833;95833
30484;95834;95834
30485;95835;95835
30486;95836;95836
30487;95837;95837
30488;95838;95838
30489;95839;95839
30490;95840;95840
30491;95842;95842
30492;95843;95843
30493;95844;95844
30494;95845;95845
30495;95846;95846
30496;95847;95847
30497;95848;95848
30498;95849;95849
30499;95850;95850
30500;95853;95853
30501;95854;95854
30502;95855;95855
30503;95856;95856
30504;95857;95857
30505;95858;95858
30506;95862;95862
30507;95863;95863
30508;95864;95864
30509;95865;95865
30510;95866;95866
30511;95867;95867
30512;95868;95868
30513;95869;95869
30514;95870;95870
30515;95873;95873
30516;95874;95874
30517;95875;95875
30518;95876;95876
30519;95877;95877
30520;95879;95879
30521;95880;95880
30522;95883;95883
30523;95884;95884
30524;95888;95888
30525;95890;95890
30526;95893;95893
30527;95894;95894
30528;95896;95896
30529;95897;95897
30530;95898;95898
30531;95900;95900
30532;95903;95903
30533;95904;95904
30534;95905;95905
30535;95906;95906
30536;95907;95907
30537;95910;95910
30538;95912;95912
30539;95914;95914
30540;95917;95917
30541;95920;95920
30542;95922;95922
30543;95924;95924
30544;95925;95925
30545;95930;95930
30546;95931;95931
30547;95932;95932
30548;95933;95933
30549;95935;95935
30550;95947;95947
30551;95948;95948
30552;95950;95950
30553;95953;95953
30554;95954;95954
30555;95955;95955
30556;95956;95956
30557;95957;95957
30558;95959;95959
30559;95960;95960
30560;95963;95963
30561;95965;95965
30562;95966;95966
30563;95967;95967
30564;95969;95969
30565;95970;95970
30566;95980;95980
30567;95983;95983
30568;95986;95986
30569;95990;95990
30570;95995;95995
30571;95997;95997
30572;96000;96000
30573;96009;96009
30574;96010;96010
30575;96014;96014
30576;96020;96020
30577;96025;96025
30578;96026;96026
30579;96027;96027
30580;96028;96028
30581;96029;96029
30582;96030;96030
30583;96034;96034
30584;96039;96039
30585;96040;96040
30586;96045;96045
30587;96048;96048
30588;96049;96049
30589;96050;96050
30590;96054;96054
30591;96055;96055
30592;96056;96056
30593;96057;96057
30594;96059;96059
30595;96060;96060
30596;96067;96067
30597;96068;96068
30598;96069;96069
30599;96070;96070
30600;96079;96079
30601;96100;96100
30602;96102;96102
30603;96103;96103
30604;96105;96105
30605;96106;96106
30606;96107;96107
30607;96108;96108
30608;96110;96110
30609;96112;96112
30610;96114;96114
30611;96117;96117
30612;96120;96120
30613;96123;96123
30614;96124;96124
30615;96130;96130
30616;96132;96132
30617;96133;96133
30618;96134;96134
30619;96135;96135
30620;96136;96136
30621;96137;96137
30622;96140;96140
30623;96143;96143
30624;96144;96144
30625;96145;96145
30626;96146;96146
30627;96147;96147
30628;96150;96150
30629;96151;96151
30630;96152;96152
30631;96153;96153
30632;96154;96154
30633;96155;96155
30634;96156;96156
30635;96157;96157
30636;96158;96158
30637;96159;96159
30638;96160;96160
30639;96164;96164
30640;96165;96165
30641;96166;96166
30642;96169;96169
30643;96170;96170
30644;96172;96172
30645;96173;96173
30646;96174;96174
30647;96175;96175
30648;96176;96176
30649;96178;96178
30650;96180;96180
30651;96182;96182
30652;96184;96184
30653;96185;96185
30654;96186;96186
30655;96187;96187
30656;96188;96188
30657;96190;96190
30658;96192;96192
30659;96196;96196
30660;96197;96197
30661;96199;96199
30662;96200;96200
30663;96210;96210
30664;96220;96220
30665;96230;96230
30666;96240;96240
30667;96250;96250
30668;96260;96260
30669;96270;96270
30670;96280;96280
30671;96290;96290
30672;96300;96300
30673;96303;96303
30674;96304;96304
30675;96305;96305
30676;96306;96306
30677;96307;96307
30678;96310;96310
30679;96313;96313
30680;96314;96314
30681;96315;96315
30682;96316;96316
30683;96317;96317
30684;96318;96318
30685;96320;96320
30686;96323;96323
30687;96324;96324
30688;96330;96330
30689;96335;96335
30690;96340;96340
30691;96342;96342
30692;96343;96343
30693;96344;96344
30694;96345;96345
30695;96346;96346
30696;96347;96347
30697;96348;96348
30698;96349;96349
30699;96350;96350
30700;96353;96353
30701;96357;96357
30702;96358;96358
30703;96360;96360
30704;96362;96362
30705;96364;96364
30706;96365;96365
30707;96366;96366
30708;96367;96367
30709;96368;96368
30710;96369;96369
30711;96370;96370
30712;96372;96372
30713;96373;96373
30714;96374;96374
30715;96375;96375
30716;96376;96376
30717;96377;96377
30718;96380;96380
30719;96382;96382
30720;96383;96383
30721;96384;96384
30722;96385;96385
30723;96386;96386
30724;96387;96387
30725;96390;96390
30726;96393;96393
30727;96394;96394
30728;96395;96395
30729;96397;96397
30730;96398;96398
30731;96399;96399
30732;96400;96400
30733;96409;96409
30734;96410;96410
30735;96420;96420
30736;96430;96430
30737;96440;96440
30738;96458;96458
30739;96460;96460
30740;96470;96470
30741;96480;96480
30742;96490;96490
30743;96495;96495
30744;96496;96496
30745;96497;96497
30746;96499;96499
30747;96500;96500
30748;96510;96510
30749;96518;96518
30750;96519;96519
30751;96520;96520
30752;96523;96523
30753;96529;96529
30754;96530;96530
30755;96535;96535
30756;96536;96536
30757;96537;96537
30758;96538;96538
30759;96539;96539
30760;96540;96540
30761;96550;96550
30762;96556;96556
30763;96557;96557
30764;96558;96558
30765;96559;96559
30766;96560;96560
30767;96564;96564
30768;96565;96565
30769;96566;96566
30770;96567;96567
30771;96568;96568
30772;96569;96569
30773;96570;96570
30774;96575;96575
30775;96576;96576
30776;96577;96577
30777;96578;96578
30778;96579;96579
30779;96580;96580
30780;96588;96588
30781;96590;96590
30782;96598;96598
30783;96599;96599
30784;96600;96600
30785;96610;96610
30786;96620;96620
30787;96630;96630
30788;96640;96640
30789;96650;96650
30790;96660;96660
30791;96670;96670
30792;96673;96673
30793;96680;96680
30794;96684;96684
30795;96687;96687
30796;96690;96690
30797;96699;96699
30798;96700;96700
30799;96710;96710
30800;96716;96716
30801;96717;96717
30802;96718;96718
30803;96719;96719
30804;96720;96720
30805;96728;96728
30806;96729;96729
30807;96730;96730
30808;96734;96734
30809;96735;96735
30810;96736;96736
30811;96737;96737
30812;96739;96739
30813;96740;96740
30814;96750;96750
30815;96757;96757
30816;96760;96760
30817;96770;96770
30818;96773;96773
30819;96780;96780
30820;96790;96790
30821;96798;96798
30822;96799;96799
30823;96810;96810
30824;96816;96816
30825;96817;96817
30826;96818;96818
30827;96819;96819
30828;96840;96840
30829;96848;96848
30830;96849;96849
30831;96850;96850
30832;96858;96858
30833;96860;96860
30834;96870;96870
30835;96873;96873
30836;96879;96879
30837;96880;96880
30838;96890;96890
30839;96900;96900
30840;96903;96903
30841;96904;96904
30842;96905;96905
30843;96906;96906
30844;96907;96907
30845;96910;96910
30846;96913;96913
30847;96914;96914
30848;96915;96915
30849;96916;96916
30850;96917;96917
30851;96920;96920
30852;96923;96923
30853;96924;96924
30854;96925;96925
30855;96926;96926
30856;96927;96927
30857;96930;96930
30858;96931;96931
30859;96933;96933
30860;96934;96934
30861;96935;96935
30862;96936;96936
30863;96937;96937
30864;96938;96938
30865;96940;96940
30866;96941;96941
30867;96943;96943
30868;96944;96944
30869;96945;96945
30870;96946;96946
30871;96947;96947
30872;96948;96948
30873;96950;96950
30874;96952;96952
30875;96953;96953
30876;96954;96954
30877;96955;96955
30878;96956;96956
30879;96957;96957
30880;96960;96960
30881;96962;96962
30882;96963;96963
30883;96964;96964
30884;96965;96965
30885;96966;96966
30886;96967;96967
30887;96970;96970
30888;96973;96973
30889;96974;96974
30890;96975;96975
30891;96976;96976
30892;96977;96977
30893;96978;96978
30894;96980;96980
30895;96983;96983
30896;96984;96984
30897;96985;96985
30898;96986;96986
30899;96987;96987
30900;96988;96988
30901;96989;96989
30902;96990;96990
30903;96993;96993
30904;96994;96994
30905;96995;96995
30906;96996;96996
30907;96997;96997
30908;96998;96998
30909;97000;97000
30910;97003;97003
30911;97050;97050
30912;97059;97059
30913;97060;97060
30914;97068;97068
30915;97069;97069
30916;97070;97070
30917;97080;97080
30918;97088;97088
30919;97089;97089
30920;97098;97098
30921;97099;97099
30922;97100;97100
30923;97107;97107
30924;97108;97108
30925;97109;97109
30926;97110;97110
30927;97113;97113
30928;97114;97114
30929;97115;97115
30930;97116;97116
30931;97117;97117
30932;97118;97118
30933;97119;97119
30934;97120;97120
30935;97121;97121
30936;97125;97125
30937;97127;97127
30938;97128;97128
30939;97129;97129
30940;97130;97130
30941;97133;97133
30942;97134;97134
30943;97135;97135
30944;97136;97136
30945;97137;97137
30946;97138;97138
30947;97139;97139
30948;97140;97140
30949;97142;97142
30950;97143;97143
30951;97144;97144
30952;97145;97145
30953;97146;97146
30954;97147;97147
30955;97148;97148
30956;97149;97149
30957;97150;97150
30958;97155;97155
30959;97156;97156
30960;97157;97157
30961;97158;97158
30962;97159;97159
30963;97160;97160
30964;97165;97165
30965;97166;97166
30966;97167;97167
30967;97168;97168
30968;97169;97169
30969;97170;97170
30970;97173;97173
30971;97174;97174
30972;97175;97175
30973;97176;97176
30974;97177;97177
30975;97178;97178
30976;97179;97179
30977;97180;97180
30978;97189;97189
30979;97190;97190
30980;97195;97195
30981;97196;97196
30982;97197;97197
30983;97198;97198
30984;97199;97199
30985;97203;97203
30986;97204;97204
30987;97205;97205
30988;97206;97206
30989;97207;97207
30990;97208;97208
30991;97209;97209
30992;97210;97210
30993;97215;97215
30994;97217;97217
30995;97218;97218
30996;97219;97219
30997;97220;97220
30998;97225;97225
30999;97226;97226
31000;97227;97227
31001;97229;97229
31002;97230;97230
31003;97237;97237
31004;97238;97238
31005;97239;97239
31006;97240;97240
31007;97245;97245
31008;97246;97246
31009;97247;97247
31010;97249;97249
31011;97250;97250
31012;97255;97255
31013;97256;97256
31014;97258;97258
31015;97259;97259
31016;97260;97260
31017;97267;97267
31018;97268;97268
31019;97269;97269
31020;97270;97270
31021;97277;97277
31022;97278;97278
31023;97279;97279
31024;97280;97280
31025;97284;97284
31026;97285;97285
31027;97286;97286
31028;97287;97287
31029;97288;97288
31030;97289;97289
31031;97290;97290
31032;97295;97295
31033;97296;97296
31034;97297;97297
31035;97298;97298
31036;97299;97299
31037;97300;97300
31038;97302;97302
31039;97303;97303
31040;97304;97304
31041;97305;97305
31042;97306;97306
31043;97307;97307
31044;97308;97308
31045;97309;97309
31046;97310;97310
31047;97312;97312
31048;97314;97314
31049;97315;97315
31050;97316;97316
31051;97320;97320
31052;97324;97324
31053;97330;97330
31054;97333;97333
31055;97334;97334
31056;97336;97336
31057;97337;97337
31058;97340;97340
31059;97342;97342
31060;97343;97343
31061;97344;97344
31062;97345;97345
31063;97346;97346
31064;97348;97348
31065;97350;97350
31066;97353;97353
31067;97355;97355
31068;97356;97356
31069;97357;97357
31070;97360;97360
31071;97362;97362
31072;97363;97363
31073;97364;97364
31074;97365;97365
31075;97367;97367
31076;97368;97368
31077;97370;97370
31078;97373;97373
31079;97374;97374
31080;97376;97376
31081;97377;97377
31082;97378;97378
31083;97380;97380
31084;97382;97382
31085;97383;97383
31086;97386;97386
31087;97387;97387
31088;97388;97388
31089;97390;97390
31090;97392;97392
31091;97393;97393
31092;97394;97394
31093;97395;97395
31094;97396;97396
31095;97397;97397
31096;97400;97400
31097;97403;97403
31098;97404;97404
31099;97406;97406
31100;97407;97407
31101;97408;97408
31102;97410;97410
31103;97414;97414
31104;97415;97415
31105;97416;97416
31106;97417;97417
31107;97420;97420
31108;97424;97424
31109;97425;97425
31110;97426;97426
31111;97430;97430
31112;97432;97432
31113;97433;97433
31114;97434;97434
31115;97436;97436
31116;97437;97437
31117;97440;97440
31118;97443;97443
31119;97444;97444
31120;97445;97445
31121;97446;97446
31122;97450;97450
31123;97452;97452
31124;97453;97453
31125;97454;97454
31126;97455;97455
31127;97456;97456
31128;97457;97457
31129;97458;97458
31130;97460;97460
31131;97466;97466
31132;97470;97470
31133;97473;97473
31134;97474;97474
31135;97475;97475
31136;97476;97476
31137;97477;97477
31138;97480;97480
31139;97483;97483
31140;97490;97490
31141;97500;97500
31142;97504;97504
31143;97506;97506
31144;97510;97510
31145;97513;97513
31146;97515;97515
31147;97516;97516
31148;97520;97520
31149;97522;97522
31150;97523;97523
31151;97524;97524
31152;97527;97527
31153;97530;97530
31154;97532;97532
31155;97535;97535
31156;97536;97536
31157;97540;97540
31158;97542;97542
31159;97545;97545
31160;97550;97550
31161;97553;97553
31162;97554;97554
31163;97555;97555
31164;97556;97556
31165;97557;97557
31166;97560;97560
31167;97563;97563
31168;97564;97564
31169;97566;97566
31170;97570;97570
31171;97573;97573
31172;97574;97574
31173;97575;97575
31174;97577;97577
31175;97578;97578
31176;97580;97580
31177;97582;97582
31178;97583;97583
31179;97584;97584
31180;97585;97585
31181;97586;97586
31182;97587;97587
31183;97590;97590
31184;97593;97593
31185;97594;97594
31186;97596;97596
31187;97597;97597
31188;97600;97600
31189;97604;97604
31190;97605;97605
31191;97606;97606
31192;97607;97607
31193;97608;97608
31194;97610;97610
31195;97614;97614
31196;97615;97615
31197;97616;97616
31198;97617;97617
31199;97618;97618
31200;97620;97620
31201;97623;97623
31202;97624;97624
31203;97625;97625
31204;97626;97626
31205;97627;97627
31206;97630;97630
31207;97633;97633
31208;97634;97634
31209;97636;97636
31210;97640;97640
31211;97643;97643
31212;97644;97644
31213;97645;97645
31214;97646;97646
31215;97647;97647
31216;97650;97650
31217;97653;97653
31218;97654;97654
31219;97655;97655
31220;97660;97660
31221;97665;97665
31222;97666;97666
31223;97667;97667
31224;97670;97670
31225;97674;97674
31226;97675;97675
31227;97676;97676
31228;97677;97677
31229;97678;97678
31230;97680;97680
31231;97683;97683
31232;97684;97684
31233;97686;97686
31234;97687;97687
31235;97690;97690
31236;97694;97694
31237;97695;97695
31238;97697;97697
31239;97700;97700
31240;97702;97702
31241;97703;97703
31242;97704;97704
31243;97705;97705
31244;97706;97706
31245;97707;97707
31246;97709;97709
31247;97710;97710
31248;97712;97712
31249;97713;97713
31250;97714;97714
31251;97715;97715
31252;97716;97716
31253;97717;97717
31254;97720;97720
31255;97723;97723
31256;97724;97724
31257;97725;97725
31258;97726;97726
31259;97730;97730
31260;97733;97733
31261;97734;97734
31262;97740;97740
31263;97743;97743
31264;97744;97744
31265;97745;97745
31266;97746;97746
31267;97747;97747
31268;97748;97748
31269;97750;97750
31270;97751;97751
31271;97753;97753
31272;97754;97754
31273;97755;97755
31274;97756;97756
31275;97757;97757
31276;97758;97758
31277;97759;97759
31278;97760;97760
31279;97762;97762
31280;97763;97763
31281;97764;97764
31282;97765;97765
31283;97766;97766
31284;97768;97768
31285;97769;97769
31286;97770;97770
31287;97773;97773
31288;97774;97774
31289;97775;97775
31290;97776;97776
31291;97777;97777
31292;97780;97780
31293;97782;97782
31294;97783;97783
31295;97784;97784
31296;97785;97785
31297;97786;97786
31298;97787;97787
31299;97790;97790
31300;97793;97793
31301;97794;97794
31302;97795;97795
31303;97796;97796
31304;97798;97798
31305;97800;97800
31306;97803;97803
31307;97804;97804
31308;97805;97805
31309;97806;97806
31310;97807;97807
31311;97810;97810
31312;97812;97812
31313;97813;97813
31314;97814;97814
31315;97815;97815
31316;97816;97816
31317;97818;97818
31318;97820;97820
31319;97822;97822
31320;97823;97823
31321;97824;97824
31322;97825;97825
31323;97826;97826
31324;97827;97827
31325;97830;97830
31326;97833;97833
31327;97834;97834
31328;97835;97835
31329;97836;97836
31330;97837;97837
31331;97840;97840
31332;97843;97843
31333;97844;97844
31334;97845;97845
31335;97847;97847
31336;97848;97848
31337;97850;97850
31338;97851;97851
31339;97854;97854
31340;97857;97857
31341;97858;97858
31342;97860;97860
31343;97862;97862
31344;97863;97863
31345;97864;97864
31346;97867;97867
31347;97870;97870
31348;97873;97873
31349;97880;97880
31350;97883;97883
31351;97884;97884
31352;97885;97885
31353;97886;97886
31354;97887;97887
31355;97890;97890
31356;97893;97893
31357;97894;97894
31358;97895;97895
31359;97896;97896
31360;97899;97899
31361;97900;97900
31362;97904;97904
31363;97906;97906
31364;97908;97908
31365;97910;97910
31366;97915;97915
31367;97917;97917
31368;97918;97918
31369;97920;97920
31370;97922;97922
31371;97923;97923
31372;97924;97924
31373;97925;97925
31374;97926;97926
31375;97927;97927
31376;97929;97929
31377;97930;97930
31378;97933;97933
31379;97934;97934
31380;97935;97935
31381;97936;97936
31382;97937;97937
31383;97940;97940
31384;97943;97943
31385;97944;97944
31386;97945;97945
31387;97946;97946
31388;97947;97947
31389;97948;97948
31390;97950;97950
31391;97953;97953
31392;97954;97954
31393;97955;97955
31394;97956;97956
31395;97957;97957
31396;97960;97960
31397;97963;97963
31398;97964;97964
31399;97965;97965
31400;97966;97966
31401;97967;97967
31402;97969;97969
31403;97970;97970
31404;97973;97973
31405;97974;97974
31406;97975;97975
31407;97976;97976
31408;97977;97977
31409;97980;97980
31410;97983;97983
31411;97984;97984
31412;97985;97985
31413;97986;97986
31414;97987;97987
31415;97989;97989
31416;97990;97990
31417;97993;97993
31418;98000;98000
31419;98007;98007
31420;98008;98008
31421;98009;98009
31422;98010;98010
31423;98015;98015
31424;98016;98016
31425;98017;98017
31426;98018;98018
31427;98019;98019
31428;98020;98020
31429;98023;98023
